date_time_execution,cod_metric,cod_original_query,cod_noise_kind,cod_search_context,value,qtd_judment_assumed_zero_relevance
2021-11-22 10:41:00,DCG@10,940547,3,4,4.404824089087867,0
2021-11-22 10:41:00,DCG@10,997622,3,4,24.781481608828656,0
2021-11-22 10:41:00,DCG@10,1030303,3,4,18.988698449504877,0
2021-11-22 10:41:00,DCG@10,1037496,3,4,12.682900853922357,0
2021-11-22 10:41:00,DCG@10,1043135,3,4,16.931244181513954,0
2021-11-22 10:41:00,DCG@10,1051399,3,4,0.0,0
2021-11-22 10:41:00,DCG@10,1064670,3,4,6.851549105871336,0
2021-11-22 10:41:00,DCG@10,1071750,3,4,7.29679459789417,0
2021-11-22 10:41:00,DCG@10,1105792,3,4,7.160842233423906,0
2021-11-22 10:41:00,DCG@10,1106979,3,4,14.047443976490056,0
2021-11-22 10:41:00,DCG@10,1108651,3,4,9.107209969647869,0
2021-11-22 10:41:00,DCG@10,1109707,3,4,17.206376925249433,0
2021-11-22 10:41:00,DCG@10,1110678,3,4,2.6215002696767944,0
2021-11-22 10:41:00,DCG@10,1113256,3,4,18.115233019013786,0
2021-11-22 10:41:00,DCG@10,1115210,3,4,2.0616063116448506,0
2021-11-22 10:41:00,DCG@10,1116380,3,4,0.0,0
2021-11-22 10:41:00,DCG@10,1121353,3,4,3.9270644656386358,0
2021-11-22 10:41:00,DCG@10,1122767,3,4,18.955021522270137,0
2021-11-22 10:41:00,DCG@10,1127540,3,4,24.85095377562896,0
2021-11-22 10:41:00,DCG@10,1131069,3,4,7.0,0
2021-11-22 10:41:00,DCG@10,1132532,3,4,1.5900948219818691,0
2021-11-22 10:41:00,DCG@10,1133579,3,4,5.473947265522557,0
2021-11-22 10:41:00,DCG@10,1136043,3,4,10.370962173829778,0
2021-11-22 10:41:00,DCG@10,1136047,3,4,4.731973151785931,0
2021-11-22 10:41:00,DCG@10,1136962,3,4,24.264346434727205,0
2021-11-22 10:41:00,nDCG@10,23849,3,4,0.05490162180062975,0
2021-11-22 10:41:00,nDCG@10,42255,3,4,0.37291464931616275,0
2021-11-22 10:41:00,nDCG@10,47210,3,4,0.8662197873089202,0
2021-11-22 10:41:00,nDCG@10,67316,3,4,0.27246345699710156,0
